Company,Product,Size,Currency,Prices,Price_Category
Betty Crocker,Royal Triple Chocolate Cake,610G,SAR,17.9,Medium Price
Goody,Tomato Ketchup,794G,SAR,13.6,Medium Price
Nescafe,Dolce Gusto Chai Tea Latte Capsules,159.2G,SAR,43.4,High Price
Caffe Ottavo,Coffee Fortissimo,52G,SAR,21.5,High Price
Caffe Ottavo,Lungo,52G,SAR,21.5,High Price
Nestlé,Nesquik Choco Hearts,335G,SAR,18.25,Medium Price
Barilla,Napoletana Pasta sauce,400G,SAR,12.55,Medium Price
Nutella,& Go With Bread Sticks,52G,SAR,5.25,Medium Price
Starbucks,Caramel Macchiato,220Ml,SAR,12.55,Medium Price
Starbucks,Chocolate Mocha,220Ml,SAR,12.55,Medium Price
Starbucks,Coffe Latte,220Ml,SAR,12.55,Medium Price
Twinings,Green Tea & Mint Tea Bags,50 Pisces,SAR,35.1,High Price
Twinings,English Afternoon Tea Bags,25 Pisces,SAR,20.4,High Price
Jana,Lubnan Rose Water,300 Ml,SAR,3.95,Low Price
Galaxy,Minis Chocolate With Caramel,168G,SAR,12.75,Medium Price
Jana,Lubnan Orange Blossom Water,300 Ml,SAR,3.95,Low Price
Jana,Kadi Water,300 Ml,SAR,6.25,Medium Price
Freshly,Natural Butter Flavor Microwave Popcorn 94% Fat Free,3 x 3.5G,SAR,12.3,Medium Price
Lays,Scoops Spicy Cheese Potato Snack,165G,SAR,6.4,Medium Price
Betty Crocker,Cookie Cake Vanilla & Chocolate,5 + 1 Free x 25G,SAR,10.6,Medium Price
Betty Crocker,Cookie Cake Chocolate Chip,5 + 1 Free x 25G,SAR,10.6,Medium Price
Betty Crocker,Mug Treat Blueberry Muffin With Blueberry Topping,270G,SAR,11.5,Medium Price
Betty Crocker,Mug Treat Hot Fudge Brownie With Fudge Topping,300G,SAR,11.5,Medium Price
KitKat,Mini Moments,25 Pieces 427.5G,SAR,31.95,High Price
Betty Crocker,Creme Caramel Mix With Caramel Topping,5 + 1 Free x 69G,SAR,13.5,Medium Price
Betty Crocker,Mug Treat Triple Chocolate Cake With Chocolate Topping,255G,SAR,11.5,Medium Price
Maggi,Excellence Broccoli Soup,48G x 5 Sachets + Free Pyrex,SAR,23.75,High Price
Rustico,Pure Black Forest Bee Honey,500G,SAR,49.5,High Price
Maggi,Bechamel Mix,80G x 4 + Free Pyrex,SAR,18.25,Medium Price
Maggi,Excellence Chicken Soup with Corn,47G x 5 Sachets + Free Pyrex,SAR,23.75,High Price
Majdi,Channa Dal,800G,SAR,10.55,Medium Price
Majdi,Red Masoor Dal,800G,SAR,10.35,Medium Price
Al Safi,Safio Long Life Plain Milk,18 x 200 Ml,SAR,18.95,Medium Price
Lusine,Milk Sandwich Roll,200G,SAR,2.25,Low Price
Kinder,Chocolate Mini,120G,SAR,10.25,Medium Price
California Garden,Premium Fava Beans Plain Medammes,15% Free 2 x 450G,SAR,5.5,Medium Price
KitKat,Mini Moment Cookies & Cream,15% Off 8 Pieces,SAR,11.5,Medium Price
Kellogg's,Coco Pops Original,375G,SAR,20.95,High Price
Emborg,Emborg Minced Molokhia,400G,SAR,4.95,Low Price
Emborg,Emborg Okra Fine,400G,SAR,4.95,Low Price
Rio Mare,Tuna With A Little Extra Virgin Olive Oil,20% Off 3Can x 60G,SAR,20.5,High Price
Hershey's,Cookies & Cream Snacks,242G,SAR,24.0,High Price
St. Dalfour,Thick Apricot Jam No Sugar Added,284G,SAR,22.95,High Price
St. Dalfour,Red Raspberry Jam No Sugar Added,284G,SAR,22.95,High Price
Paldo,Big Cup Kimchi Noodles,110G,SAR,6.95,Medium Price
Lays,Fusion Lebanese Mix Baked Potato chips,160G,SAR,7.5,Medium Price
Vita,Chicken Samosa,8 Pieces,SAR,11.25,Medium Price
Vita,Beef Samosa,8 Pieces,SAR,11.25,Medium Price
Goody,Tenderina Sandwich Tuna With Lemon & Pepper,80G,SAR,3.5,Low Price
Goody,Tenderina Sandwich Tuna In Brine Water,80G,SAR,3.5,Low Price
Magnesia,Organic Sea Salt,700G,SAR,6.7,Medium Price
Quaker,Whole Oats For Breakfast,400G,SAR,8.95,Medium Price
Al Kbous,Tea Black Tea Bags,100 Bags,SAR,14.25,Medium Price
Al Kbous,Tea Fine Black Loose Tea,450G,SAR,17.6,Medium Price
Lusine,Sandwich Roll Brown,200G,SAR,2.1,Low Price
St. Dalfour,Black Raspberry Jam No Sugar Added,284G,SAR,22.95,High Price
Lusine,Sandwich Roll,200G,SAR,1.5,Low Price
Alarabi,Sunflower Oil Spray,200Ml,SAR,17.95,Medium Price
Mentos,White Spearmint Sugar Free Chewing Gum,72 Count,SAR,14.9,Medium Price
Mentos,White Strawberry Sugar Free Chewing Gum,72 Count,SAR,12.95,Medium Price
Lusine,Burger Buns With Sesame Seeds,6 Pieces,SAR,3.15,Low Price
Lusine,Burger Buns Plain,6 pieces,SAR,3.15,Low Price
KitKat,Mini Moments Mocha,15% Off 8 Pieces,SAR,11.5,Medium Price
Ritter Sport,Fine Extra Dark Chocolate,100G,SAR,10.8,Medium Price
Castania,Pumpkin Seeds,300G,SAR,13.9,Medium Price
Al Orubah Bakery,Sage Bread,1 count,SAR,5.7,Medium Price
Premium Harvest,Cherries & Berries,180G,SAR,23.9,High Price
Tamara,Sukkary Dates Box,1Kg,SAR,19.95,Medium Price
Starbucks,Cappuccino,220Ml,SAR,12.55,Medium Price
Pringles,Spicy Chilli Tortilla Chips,160G,SAR,9.5,Medium Price
Arjoon,Sukkary Dates,800G,SAR,26.75,High Price
Pringles,Nacho Cheese Tortilla Chips,160G,SAR,10.25,Medium Price
Arjoon,Mabroom Dates,800G,SAR,34.25,High Price
Sunbites,Cinnamon & Honey Mini Crackers,40G,SAR,2.1,Low Price
Goody,Velor Cream,155G,SAR,3.75,Low Price
Ideal,Mafrood Bread,260G,SAR,3.15,Low Price
Ideal,Samoli Bread,350G,SAR,4.2,Low Price
Goody,Burger Sauce,290 Ml,SAR,9.75,Medium Price
Ideal,Toast Bread With Seeds,360G,SAR,4.2,Low Price
Ideal,Croissant With cheese,100G,SAR,2.1,Low Price
Ideal,Rusk,300G,SAR,12.5,Medium Price
Ideal,Toast Sliced Bread,1 count,SAR,7.35,Medium Price
Tanour,Healthy Bran Bread,240G,SAR,5.25,Medium Price
Hayat,Cooking & Frying Oil,1.5L,SAR,9.95,Medium Price
Lesieur,Canola Oil,1.8L,SAR,23.75,High Price
Kinder,Bueno Dark Chocolate,43G,SAR,2.75,Low Price
Cadbury,Dairy Milk Chocolate,4 + 1 Free x 37G,SAR,11.8,Medium Price
Freshly,Pineapple Broken Slices,227G,SAR,3.7,Low Price
Lorenz,Chipsletten Paprika,100G,SAR,7.25,Medium Price
Hintz,Cocoa Powder,125G,SAR,18.95,Medium Price
Coopoliva,Black Olives Pitted Can,150G,SAR,5.95,Medium Price
Batook,Batook Natural Mastic Gum,40 Pieces,SAR,14.95,Medium Price
Coopoliva,Black Olives Sliced Jar,114G,SAR,4.75,Low Price
Kagi,Mini Classic Wafer,125G,SAR,17.3,Medium Price
Wrigley's,Extra Strawberry Sugar Free Gums,60 Pieces,SAR,7.95,Medium Price
Premium Harvest,Black Raisins,250G,SAR,18.4,Medium Price
Al Mehbaj,Walnut USA,175G,SAR,14.5,Medium Price
Ahmed Tea,Bags cardamom Tea,100 x 2G,SAR,16.95,Medium Price
Twix,Minis,275G,SAR,16.75,Medium Price
Snickers,Minis,275G,SAR,17.1,Medium Price
Caffe Ottavo,Sublime,52G,SAR,21.5,High Price
Wrigley's,Extra Bubblemint Bottle Sugar Free Gums,60 Pieces,SAR,7.95,Medium Price
Roots,Dried Apricot,200G,SAR,8.65,Medium Price
Vimto,Fruit Cordial,710 ml,SAR,13.5,Medium Price
Dream Whip,Whipped Topping Mix,72G,SAR,6.3,Medium Price
Fonte,Cupcake Chocolate,20 X 30G,SAR,10.45,Medium Price
FC,Corn Flour,400G,SAR,8.25,Medium Price
Punjabi Al Muhaidib,White Basmati Rice,10Kg,SAR,74.5,Very High Price
Puck,Cream,6 x 170G,SAR,17.85,Medium Price
Rio Mare,Mare Light Meat Tuna In Olive Oil,80G,SAR,7.9,Medium Price
RED ROOSTER,Hot Sauce,3Z,SAR,2.35,Low Price
RANI,Apple Drink,1.5L,SAR,6.3,Medium Price
Foody's,Green Soybeans,454G,SAR,19.95,Medium Price
SB,Plain Paratha,450G,SAR,4.5,Low Price
RADWA,Frozen Chicken Drumsticks,500G,SAR,10.45,Medium Price
ROYAL,Tender Chicken Breast,1000G,SAR,19.95,Medium Price
SB,Medium Pizza Crust 3 Pieces,495G,SAR,11.0,Medium Price
Riyadh Food,Cream Caramel,50G,SAR,1.0,Low Price
Saudia,Cream,155G,SAR,3.0,Low Price
Shahea,Pure Corn Oil,1.8L,SAR,10.95,Medium Price
Sunbula,Low Fat Puff Pastry Squares,400G,SAR,6.95,Medium Price
Sunbula,Kounafa Dough,500G,SAR,5.95,Medium Price
Sunbula,Okra Zero,400G,SAR,9.25,Medium Price
Sunbula,Molokhia,400G,SAR,5.5,Medium Price
Suntop,Mix Fruit Drink,18 × 125 Ml,SAR,13.5,Medium Price
Suntop,Sun Cola Juice,125 Ml,SAR,1.0,Low Price
Sunbula,Pepperoni Special Pizza,470G,SAR,21.25,High Price
Sunbula,Spring Roll Pastry,160G,SAR,3.5,Low Price
Sunbula,Egg Roll Pastry,160G,SAR,3.5,Low Price
Sunbula,Puff Pastry Squares,800G,SAR,8.9,Medium Price
Suntop,Orange Drink,12 x 250 Ml,SAR,18.1,Medium Price
Sunbula,Margarita Pizza,470G,SAR,20.8,High Price
TABARRUK,Cooking  Frozen Shrimps,500G,SAR,16.8,Medium Price
TANG,Orange Powder Drink,750G,SAR,23.95,High Price
Sunwhite,Calrose Rice,5Kg,SAR,26.5,High Price
Twinings,Green Tea & Mint,1.5G,SAR,20.5,High Price
Ulker,Biskrem Cocoa Cream Filled Cookie,12 x 60G,SAR,12.25,Medium Price
Volvic,Mineral Water,24x330 Ml,SAR,123.0,Very High Price
WHITE SWAN,Calrose Rice,5Kg,SAR,28.5,High Price
WATANIA,Chicken Breast,450G,SAR,9.9,Medium Price
WATANIA,Chicken Drumsticks,450G,SAR,7.25,Medium Price
SIRELLA,White Fish Fillets,500G,SAR,23.95,High Price
AL KABEER,Breaded Chicken Fillets,450G,SAR,13.6,Medium Price
WATANIA,Frozen Chicken,800G,SAR,10.95,Medium Price
Vimto,Fruit Flavored Drink,18 x 125 Ml,SAR,14.95,Medium Price
Americana,Beef Franks,375G,SAR,8.95,Medium Price
WATANIA,Chicken Minced,400G,SAR,6.95,Medium Price
AL KABEER,Jumbo Hot Dogs,400G,SAR,13.85,Medium Price
Abu kass,Babaker Indian Mazza Basmati Rice,10Kg,SAR,59.95,Very High Price
Abu kass,Indian Mazza Basmati Rice,5Kg,SAR,38.5,High Price
ABU BINT,Calrose White Rice,5Kg,SAR,29.95,High Price
Herfy,Chicken Nuggets,400G,SAR,19.15,Medium Price
Herfy,Breaded Chicken Burger,678G,SAR,20.75,High Price
Herfy,Chicken Tenders,400G,SAR,18.4,Medium Price
Galaxy,Vanilla & Chocolate Cone Ice Cream,76G,SAR,5.95,Medium Price
GOLDEN,Frozen Chicken,900 GM,SAR,111.95,Very High Price
AL KABEER,Plain Paratha,400G,SAR,5.75,Medium Price
Goody,Hot Sauce,3Z,SAR,1.6,Low Price
Halwani Brothers,Alnakhla Finest Tahina,500G,SAR,17.95,Medium Price
HB,Top Top Fine Sugar,1Kg,SAR,3.95,Low Price
INDIA GATE,White Basmati Rice,5Kg,SAR,54.1,Very High Price
INDIA GATE,Classic White Basmati Rice Ambar,5Kg,SAR,63.95,Very High Price
Al Shalan,Indian Mazza Sella Basmati Rice,10Kg,SAR,59.95,Very High Price
AL WALIMA,Sella Basmati Rice,10Kg,SAR,64.95,Very High Price
Ali Tea,3 In 1 Classic Ginger Tea,25 + 5 Sachets Free,SAR,33.95,High Price
Almarai,Fortified Full Cream Milk Powder,1.8Kg,SAR,47.95,High Price
Libby's,Tomato Ketchup Bottle,350G,SAR,6.75,Medium Price
Americana,Breaded Chicken Burger,678G,SAR,19.95,Medium Price
Americana,Chicken Popcorn,400G,SAR,16.5,Medium Price
Mcvitie's,Hobnobs Biscuits,300G,SAR,8.35,Medium Price
MONTANA,Frozen Green Peas,400G,SAR,5.75,Medium Price
MONTANA,Frozen Okra Zero,400G,SAR,8.35,Medium Price
MONTANA,Frozen Strawberry,1000G,SAR,11.7,Medium Price
MONTANA,Frozen Molokheya,400G,SAR,3.0,Low Price
Berain,Drinking Water,200 Ml,SAR,0.5,Low Price
Baskin Robins,Vanilla Ice Cream,120 Ml,SAR,7.4,Medium Price
CONE ZONE,Ice Cream Pecan Praline,120 Ml,SAR,6.25,Medium Price
Nescafe,3 In 1 Classic Ice Instant Coffee,24 x 20G,SAR,22.95,High Price
DOUX,Frozen Chicken,650G,SAR,9.95,Medium Price
Noor,Sunflower Oil,3L,SAR,34.95,High Price
Kellogg's,Coco Pops Chocos,375G,SAR,21.95,High Price
Nestlé,Cocoa Puffs Chocolate Breakfast Cereal,375G,SAR,20.95,High Price
Nestlé,Honey Nut Cherious Cereals,375G,SAR,18.95,Medium Price
Freshly,Creamy Peanut Butter,18Z,SAR,11.5,Medium Price
Freshly,Arabic Sweet Syrup,24Z,SAR,9.95,Medium Price
Hershey's,Peanut Butter Cups,4.4Z,SAR,11.95,Medium Price
Abu Zahra,Pure Sunflower Oil,3L,SAR,24.2,High Price
Freshly,Nacho Sliced Jalapeno Peppers,16Z,SAR,12.55,Medium Price
AL KABEER,Prawns Medium,400G,SAR,25.5,High Price
Freshly,Vinegar White,16Z,SAR,3.65,Low Price
Galaxy,Chocolate Cake,5 x 30G,SAR,2.75,Low Price
Freshly,Whole Kernel Sweet Corn,185G,SAR,4.2,Low Price
Freshly,Yellow Mustard,9Z,SAR,5.75,Medium Price
Galaxy,Caramel Cake,5 x 30G,SAR,2.75,Low Price
Galaxy,Vanilla Ice Cream,79.5G,SAR,7.5,Medium Price
Galaxy,Smooth Milk Chocolate,40G,SAR,3.15,Low Price
Freshly,Tomato Sauce,425G,SAR,4.75,Low Price
G.S.,White Flour,2Kg,SAR,3.75,Low Price
IGLOO,Duet Raspberry & vanilla Ice Cream,5 x 65 Ml,SAR,6.95,Medium Price
AL AILA,White Basmati Rice Ambar,5Kg,SAR,39.95,High Price
AL AILA,White Basmati Rice,10Kg,SAR,64.95,Very High Price
Abu Khrof,Indian White Punjabi Basmati Rice,10Kg,SAR,51.5,Very High Price
AL KABEER,Large Prawns,400G,SAR,28.95,High Price
AL KABEER,Beef Franks,454G,SAR,15.75,Medium Price
AL KABEER,Frozen Strawberries,900G,SAR,20.8,High Price
AL KABEER,Corn On The Cob,4 Count,SAR,13.85,Medium Price
AL KABEER,Cheese Samosas,240G,SAR,11.5,Medium Price
AL KABEER,Frozen Minced Chicken,400G,SAR,6.95,Medium Price
AL KABEER,Frozen Green Peas,400G,SAR,4.15,Low Price
AL KABEER,French Fries,1Kg,SAR,9.1,Medium Price
Galaxy,Vanilla Cake,30G,SAR,2.75,Low Price
Goody,Light Meat Tuna in Sunflower Oil,90G,SAR,3.5,Low Price
Goody,Lite Meat Tuna In Brine Water,95G,SAR,3.5,Low Price
Golden Brown,Brownie Cookies CHOCOLATE,225G,SAR,47.95,High Price
Golden Crown,Cream Plain,95G,SAR,3.95,Low Price
Golden Brown,Cina Boxx,305G,SAR,45.95,High Price
Lipton,Yellow label Tea Bags,25 × 2G,SAR,5.85,Medium Price
Goody,Tidbits Pineapple,567G,SAR,6.25,Medium Price
Goody,Sliced Pineapple,227G,SAR,4.2,Low Price
Heinz,Beanz Original Baked Beans In a Deliciously Tomato Sauce,415G,SAR,6.25,Medium Price
Halwani Brothers,Top Top Sugar,5Kg,SAR,19.9,Medium Price
Goody,Mustard,227G,SAR,2.75,Low Price
Goody,Red Kidney Beans,425G,SAR,4.5,Low Price
Halwani Brothers,Vanilla For Sweets,20G,SAR,2.65,Low Price
Al Safi,Apple Juice,1500 Ml,SAR,10.0,Medium Price
Al Safi,Lemon Juice,1500 Ml,SAR,10.0,Medium Price
Al Safi,Mixed Fruits Juice,1500 Ml,SAR,10.0,Medium Price
Al Safi,Mango Juice,1500 Ml,SAR,10.0,Medium Price
Al Safi,Long Life Chocolate Milk,18 x 150 Ml,SAR,14.5,Medium Price
Al Safi,Mixed Berries Juice,1500 Ml,SAR,9.5,Medium Price
Al Safi,Kiwi & Lime Juice,1500 Ml,SAR,7.5,Medium Price
Al Safi,Pomegranate Juice,1500 Ml,SAR,11.0,Medium Price
Al Safi,Orange Juice,1500 Ml,SAR,10.0,Medium Price
Al Safi,Strawberry Juice,1500 Ml,SAR,10.0,Medium Price
Heinz,Creamy Classic Mayonnaise,400 Ml,SAR,14.85,Medium Price
Al Safi,Red Cocktail Juice,1500 Ml,SAR,9.5,Medium Price
Al Safi,Orange & Carrot Juice,1500 Ml,SAR,8.5,Medium Price
Heinz,Light Mayonnaise,400 Ml,SAR,14.85,Medium Price
Heinz,Tomato Ketchup,910G,SAR,19.5,Medium Price
Indofood,Lampung Chili Sauce,140 Ml,SAR,3.45,Low Price
INDIA GATE,Basmati Rice Classic,1Kg,SAR,14.95,Medium Price
Heinz,Tomato Ketchup Squeeze Bottle,342G,SAR,8.75,Medium Price
IGLOO,Vanilla Ice Cream,1L,SAR,15.95,Medium Price
Herfy,Chicken Popcorn,400G,SAR,18.25,Medium Price
Indomie,Instant Cup Noodles Chicken Flavor,60G,SAR,2.35,Low Price
ALICAFE,Signature 3 In 1 French Roast Dark Instant Coffee,30 x 25G,SAR,34.5,High Price
Al Shifa,Natural Honey,125G,SAR,11.55,Medium Price
ALICAFE,3 In 1 Classic Instant Coffee Special Promotion,22 + 4 Sachets Free,SAR,25.95,High Price
Al Shalan,Natural Honey,250G,SAR,23.95,High Price
Karak Tea,Instant Premix With Cardamom,10 X 20G,SAR,29.95,High Price
Kellogg's,Corn Flakes,375G,SAR,13.6,Medium Price
KDD,Cocktail Fruit Drink,40 x 125Ml,SAR,59.5,Very High Price
KDD,Vanilla Ice Cream In Biscuit Sandwich,10 Pieces,SAR,12.95,Medium Price
KitKat,Milk Chocolate Bar 2 Finger,36 x 20.5G,SAR,35.95,High Price
LAMB WESTON,Original Fries,2.5Kg,SAR,13.95,Medium Price
Kikkoman,Soy Sauce,1L,SAR,26.15,High Price
KLASSNO,Coffee Mix 3 In 1,24 + 6 Free Sticks x 20G,SAR,28.45,High Price
LONDON DAIRY,Pralines & Cream Ice Cream,500 Ml,SAR,20.95,High Price
Langnese,Black Forest Honey,125G,SAR,29.4,High Price
LONDON DAIRY,Ice Cream Vanilla Flavor,1L,SAR,38.95,High Price
Al Shalan,Ambar White Basmati Rice,10Kg,SAR,54.95,Very High Price
Americana,Chicken Burger,1000G,SAR,21.5,High Price
Americana,Beef Hot Dogs,450G,SAR,17.05,Medium Price
Americana,Classic Beef Burger,1Kg,SAR,26.2,High Price
Americana,Chicken Nuggets,400G,SAR,15.25,Medium Price
Americana,Chicken Strips,750G,SAR,29.4,High Price
Americana,Frozen Okra,400G,SAR,6.25,Medium Price
Americana,Frozen Tender Chicken Breast,2Kg,SAR,44.95,High Price
Lotus,Biscoff Biscuit Spread,400G,SAR,23.4,High Price
Americana,Frozen Garden Peas,450G,SAR,7.95,Medium Price
M&M,Ice Cream Cone,110 Ml,SAR,5.95,Medium Price
Maggi,Cream Of Mushroom Soup,68G,SAR,4.15,Low Price
Americana,Happy Chicken Nuggets,400G,SAR,16.5,Medium Price
Milgarosa,Thai Fragrant White Rice,5Kg,SAR,36.5,High Price
MC,Straight Cut Frozen French Fries,2.5Kg,SAR,24.0,High Price
Mcvitie's,Digestive Wheat Biscuits,250G,SAR,7.95,Medium Price
MC,Thin Frozen French Fries,2.5Kg,SAR,25.5,High Price
MCCAIN,Chocolate Cake,510G,SAR,29.0,High Price
Americana,Hot And Crunchy Chicken Fries,400G,SAR,15.5,Medium Price
Aquafina,Dinking Water,200 Ml,SAR,0.5,Low Price
Americana,Jumbo Beef Burger,1Kg,SAR,28.95,High Price
Americana,Hot Chicken Strips,750G,SAR,28.9,High Price
Americana,Minced Beef,400G,SAR,6.85,Medium Price
Baskin Robins,Pralines 'N Cream Ice Cream,1L,SAR,41.95,High Price
Nada,Junior Long Life Chocolate Milk,18 x 125 Ml,SAR,10.95,Medium Price
Bonny,Full Cream Evaporated Milk,170  Ml,SAR,2.75,Low Price
Nando's,NANDOS PERI GARLIC SAUCE,250ml,SAR,17.5,Medium Price
Nando's,NANDOS PERI PERI HOT SAUCE,250ml,SAR,17.5,Medium Price
California Garden,Grape Leaves,1000G,SAR,24.95,High Price
Cheetos,Crunchy Flamin hot,200G,SAR,7.85,Medium Price
BUTLER,Frozen French Fries,2.5Kg,SAR,19.5,Medium Price
COLD ALEX,Frozen Minced Moloukhia,400G,SAR,5.75,Medium Price
CHTOURA,Hommos Tahini,380G,SAR,3.95,Low Price
Nando's,NANDOS PERI PERI LEMON&HERBS SAUCE,250ml,SAR,17.5,Medium Price
DANYA,White Grape Juice,12 x 1L,SAR,86.25,Very High Price
Nescafe,Arabiana Saffron Coffee,3G,SAR,1.95,Low Price
Nescafe,Gold Rich & Smooth Instant Coffee,200G,SAR,39.95,High Price
Nando's,NANDOS PERI PERI SAUCE,250ml,SAR,17.5,Medium Price
Nescafe,Red Mug Instant Coffee,200G,SAR,31.75,High Price
Nando's,NANDOS PERI PERI XX HOT SAUCE,250ml,SAR,17.5,Medium Price
Nestlé,Nestle Fitness Chocolate Bars,23.5G,SAR,3.15,Low Price
Nestlé,Fitness Chocolate Bars,23.5G,SAR,17.5,Medium Price
Nestlé,Chocapic Cereal,375G,SAR,18.95,Medium Price
DOUX,Chicken Franks Garlic,400G,SAR,5.95,Medium Price
DOUX,Chicken Franks Cheese,400G,SAR,5.95,Medium Price
DOUX,Chicken Franks Arabic Spices,400G,SAR,7.25,Medium Price
Nestlé,Nesquick Duo Cereals,335G,SAR,19.95,Medium Price
Nestlé,Cookie Crisp Cereal,375G,SAR,23.9,High Price
DOUX,Chicken Franks Hot & Spicy,400G,SAR,5.95,Medium Price
DOUX,Chicken Franks,3 x 340G,SAR,12.55,Medium Price
Nova,Drinking Water,40 x 0.33L,SAR,17.95,Medium Price
OSRA,Fine Sugar,10Kg,SAR,23.95,High Price
Pringles,Original Chips,165G,SAR,10.95,Medium Price
PEEP,Pineapple Broken Slices,565G,SAR,3.7,Low Price
Almarai,Mango Juice,1.5L,SAR,6.0,Medium Price
Almarai,Lemon & mint With Pulp Juice,1.5L,SAR,6.0,Medium Price
Almarai,Natural Apple Juice,1.5L,SAR,9.5,Medium Price
Almarai,Alphonso Mango With Pulp Juice,1.5L,SAR,9.5,Medium Price
Almarai,Mixed Apple Drink,1.5L,SAR,7.5,Medium Price
Almarai,Natural Orange With Pulp Juice,1.5L,SAR,9.5,Medium Price
Almarai,Orange Natural Juice,1.5L,SAR,9.5,Medium Price
Almarai,Mixed Orange Juice,1.5L,SAR,6.0,Medium Price
Almarai,Mixed Berry Juice,1.5L,SAR,6.0,Medium Price
Almarai,Mango Mixed Fruit Juice,1.5L,SAR,6.0,Medium Price
Almarai,Extra Virgin Olive Oil,500 Ml,SAR,21.5,High Price
Lusine,Squares Brown Sandwich Bread,6 Sandwiches,SAR,3.0,Low Price
Al Safi,Safio Vanilla Milk,18 × 200Ml,SAR,28.35,High Price
Al Safi,Safio Long Life Chocolate Milk,18 x 200 Ml,SAR,28.35,High Price
Al Safi,Safio Banana Milk,18 × 200Ml,SAR,28.35,High Price
Almarai,Natural Grape Juice No Added Sugar,1.5L,SAR,9.5,Medium Price
Demerara,Natural Brown Sugar,500G,SAR,11.45,Medium Price
Thouq,Arabic Coffee,250G,SAR,18.95,Medium Price
Tamara,Ajwa Al Madina Dates,500G,SAR,28.5,High Price
Alyoum,Premium Frozen chicken,1000G,SAR,17.6,Medium Price
Leeza,Blend Vegetable Oil,1.8L,SAR,13.75,Medium Price
Loacker,Tortina White Chocolate,125G,SAR,20.5,High Price
Loacker,Tortina Original Chocolate,125G,SAR,20.5,High Price
Loacker,Tortina Dark Chocolate,125G,SAR,20.5,High Price
Ragu,Roasted Garlic Parmesan,16Z,SAR,16.95,Medium Price
Gatorade,Fruit Punch,32Z,SAR,12.95,Medium Price
Twix,Miniatures,150G,SAR,8.95,Medium Price
Bounty,Miniatures Coconut Chocolate,150G,SAR,8.95,Medium Price
Snickers,Miniatures,150G,SAR,8.95,Medium Price
Maxwell House,French Roast Coffee Dark,11Z,SAR,34.95,High Price
Maxwell House,Original Roast Coffee Medium,11.5Z,SAR,34.95,High Price
Florida's Natural,Premium Orange Pineapple Juice,900Ml,SAR,10.75,Medium Price
Americana,Chicken Nuggets With Cheese,400G,SAR,16.5,Medium Price
Brooke Bond,Red Label Strong Tea bags,100 x 2G,SAR,12.75,Medium Price
Mars,Miniatures,150G,SAR,8.95,Medium Price
Mrs Dash,Original Seasoning Blend Salt-Free,2.5Z,SAR,22.95,High Price
Frito Lay,Original Corn Chips,11Z,SAR,16.95,Medium Price
Frito Lay,French onion dip,8.5Z,SAR,13.95,Medium Price
Frito Lay,Cheetos Crunchy Flaming hot,8Z,SAR,15.95,Medium Price
Frito Lay,Pretzels Thins,10Z,SAR,16.95,Medium Price
Ruffles,Cheddar With Sour Cream,6.5Z,SAR,14.95,Medium Price
Frito Lay,Ruffles Reduced Fat,6.5Z,SAR,16.95,Medium Price
Frito Lay,Cool ranch chips,11Z,SAR,19.95,Medium Price
Yergat,California Grape Leaves,454G,SAR,22.75,High Price
Geisha,Geisha Light Meat Tuna in Sunflower Oil & Salt Added,100G,SAR,4.65,Low Price
California Garden,Red Kidney Beans,440G,SAR,5.5,Medium Price
Ritter Sport,Mini Chocolate Mix,150G,SAR,17.85,Medium Price
Goody,Lite Meat Tuna In Brine Water,185G,SAR,7.5,Medium Price
Coopoliva,Olive Oil Refined Olive Pomace Oil Blended with Extra Virgin Olive Oil,500 Ml,SAR,14.8,Medium Price
Frito Lay,Jalapeño Cheddar Cheese Dip,9Z,SAR,13.95,Medium Price
Americana,Pommes Frites Pre-Fried French Fries,2.5Kg,SAR,17.5,Medium Price
Maxwell House,100% Colombian Coffee Medium,10.5Z,SAR,34.95,High Price
Frito Lay,Tortilla Yellow Corn Bread,10Z,SAR,19.95,Medium Price
Lotus,Caramelized Biscuits,250G,SAR,11.95,Medium Price
Pepperidge Farm,Goldfish Baby Cheddar Crackers,7.2Z,SAR,22.95,High Price
Pepperidge Farm,Goldfish Parmesan cheese Crackers,6.6Z,SAR,19.95,Medium Price
Pepperidge Farm,Goldfish Colors,187G,SAR,19.95,Medium Price
Betty Crocker,Double Chocolate Cookie Mix,496G,SAR,13.75,Medium Price
Cadbury,Milk chocolate Minis,192G,SAR,10.75,Medium Price
Tamimi Markets,Black Pepper Powder,240G,SAR,10.95,Medium Price
Kellogg's,Corn Flakes,510G,SAR,34.95,High Price
Post,Honey Bunches Of Oats Honey Roasted,411G,SAR,28.95,High Price
Frito Lay,Baked Scoops,7Z,SAR,19.95,Medium Price
General Mills,Cheerios Apple Cinnamon,12.9Z,SAR,31.95,High Price
Bugles,Crispy Corn Snacks Ketchup,125G,SAR,6.5,Medium Price
Bugles,Crispy Corn Snacks Smokin' BBQ,125G,SAR,6.5,Medium Price
Bugles,Crispy Corn Snacks Nacho cheese,125G,SAR,6.5,Medium Price
Bugles,Crispy Corn Snacks Chili,125G,SAR,6.5,Medium Price
Betty Crocker,Chocolate Chunk Brownie,496G,SAR,13.75,Medium Price
Kasih,Golden Tahini,450G,SAR,16.75,Medium Price
